long,long,long,str,
31183,14696,2,"Дозорному Лунному Сумраку",
46765,14696,3,"Дозорного Лунного Сумрака",
62347,14696,4,"Дозорным Лунным Сумраком",
77929,14696,5,"Дозорном Лунном Сумраке",
15602,14697,1,"Дозорного Пейдж",
31184,14697,2,"Дозорному Пейдж",
46766,14697,3,"Дозорного Пейдж",
62348,14697,4,"Дозорным Пейдж",
77930,14697,5,"Дозорном Пейдж",
15603,14698,1,"Дозорного Петраса",
31185,14698,2,"Дозорному Петрасу",
46767,14698,3,"Дозорного Петраса",
62349,14698,4,"Дозорным Петрасом",
77931,14698,5,"Дозорном Петрасе",
15604,14699,1,"Дозорного Ройс",
31186,14699,2,"Дозорному Ройс",
46768,14699,3,"Дозорного Ройс",
62350,14699,4,"Дозорным Ройс",
77932,14699,5,"Дозорном Ройс",
15605,14700,1,"Дозорного Сарис",
31187,14700,2,"Дозорному Сарис",
46769,14700,3,"Дозорного Сарис",
62351,14700,4,"Дозорным Сарис",
77933,14700,5,"Дозорном Сарис",
15606,14701,1,"Дозорного Селии",
31188,14701,2,"Дозорному Селии",
46770,14701,3,"Дозорного Селию",
62352,14701,4,"Дозорным Селией",
77934,14701,5,"Дозорном Селии",
15607,14702,1,"Дозорного Тейер",
31189,14702,2,"Дозорному Тейер",
46771,14702,3,"Дозорного Тейер",
62353,14702,4,"Дозорным Тейер",
77935,14702,5,"Дозорном Тейер",
15608,14703,1,"Дозорного Теронуса",
31190,14703,2,"Дозорному Теронусу",
46772,14703,3,"Дозорного Теронуса",
62354,14703,4,"Дозорным Теронусом",
77936,14703,5,"Дозорном Теронусе",
15609,14704,1,"Дозорного Умжена",
31191,14704,2,"Дозорному Умжену",
46773,14704,3,"Дозорного Умжена",
62355,14704,4,"Дозорным Умженом",
77937,14704,5,"Дозорном Умжене",
15610,14705,1,"Дозорного Воллперта",
31192,14705,2,"Дозорному Воллперту",
46774,14705,3,"Дозорного Воллперта",
62356,14705,4,"Дозорным Воллпертом",
77938,14705,5,"Дозорном Воллперте",
15611,14706,1,"Начальника стражи Гарголмара",
31193,14706,2,"Начальнику стражи Гарголмару",
46775,14706,3,"Начальника стражи Гарголмара",
62357,14706,4,"Начальником стражи Гарголмаром",
77939,14706,5,"Начальнике стражи Гарголмаре",
15612,14707,1,"Сторожа Хватки Смерти",
31194,14707,2,"Сторожу Хватке Смерти",
46776,14707,3,"Сторожа Хватку Смерти",
62358,14707,4,"Сторожем Хваткой Смерти",
77940,14707,5,"Стороже Хватке Смерти",
15613,14708,1,"Начальника стражи Соригела",
31195,14708,2,"Начальнику стражи Соригелу",
46777,14708,3,"Начальника стражи Соригела",
62359,14708,4,"Начальником стражи Соригелом",
77941,14708,5,"Начальнике стражи Соригеле",
15614,14709,1,"Элементаля воды",
31196,14709,2,"Элементалю воды",
46778,14709,3,"Элементаля воды",
62360,14709,4,"Элементалем воды",
77942,14709,5,"Элементале воды",
15615,14710,1,"Силы элементаля воды",
31197,14710,2,"Силе элементаля воды",
46779,14710,3,"Силу элементаля воды",
62361,14710,4,"Силой элементаля воды",
77943,14710,5,"Силе элементаля воды",
15616,14711,1,"Тотема элементаля воды",
31198,14711,2,"Тотему элементаля воды",
46780,14711,3,"Тотем элементаля воды",
62362,14711,4,"Тотемом элементаля воды",
77944,14711,5,"Тотеме элементаля воды",
15617,14712,1,"Водяной гранулы",
31199,14712,2,"Водяной грануле",
46781,14712,3,"Водяную гранулу",
62363,14712,4,"Водяной гранулой",
77945,14712,5,"Водяной грануле",
15618,14713,1,"Водного духа",
31200,14713,2,"Водному духу",
46782,14713,3,"Водного духа",
62364,14713,4,"Водным духом",
77946,14713,5,"Водном духе",
15619,14714,1,"Водоходного элементаля",
31201,14714,2,"Водоходному элементалю",
46783,14714,3,"Водоходного элементаля",
62365,14714,4,"Водоходным элементалем",
77947,14714,5,"Водоходном элементале",
15620,14715,1,"Водянистого творения",
31202,14715,2,"Водянистому творению",
46784,14715,3,"Водянистое творение",
62366,14715,4,"Водянистым творением",
77948,14715,5,"Водянистом творении",
15621,14716,1,"Водянистого захватчика",
31203,14716,2,"Водянистому захватчику",
46785,14716,3,"Водянистого захватчика",
62367,14716,4,"Водянистым захватчиком",
77949,14716,5,"Водянистом захватчике",
15622,14717,1,"Ватны",
31204,14717,2,"Ватне",
46786,14717,3,"Ватну",
62368,14717,4,"Ватной",
77950,14717,5,"Ватне",
15623,14718,1,"Ватуусана Водного",
31205,14718,2,"Ватуусану Водному",
46787,14718,3,"Ватуусана Водного",
62369,14718,4,"Ватуусаном Водным",
77951,14718,5,"Ватуусане Водном",
15624,14719,1,"Ваурга",
31206,14719,2,"Ваургу",
46788,14719,3,"Ваурга",
62370,14719,4,"Ваургом",
77952,14719,5,"Ваурге",
15625,14720,1,"Странника волн",
31207,14720,2,"Страннику волн",
46789,14720,3,"Странника волн",
62371,14720,4,"Странником волн",
77953,14720,5,"Страннике волн",
15626,14721,1,"Волношлепа",
31208,14721,2,"Волношлепу",
46790,14721,3,"Волношлепа",
62372,14721,4,"Волношлепом",
77954,14721,5,"Волношлепе",
15627,14722,1,"Своенравного канюка",
31209,14722,2,"Своенравному канюку",
46791,14722,3,"Своенравного канюка",
62373,14722,4,"Своенравным канюком",
77955,14722,5,"Своенравном канюке",
15628,14723,1,"Вазата",
31210,14723,2,"Вазату",
46792,14723,3,"Вазата",
62374,14723,4,"Вазатом",
77956,14723,5,"Вазате",
15629,14724,1,"Какдл",
31211,14724,2,"Какдл",
46793,14724,3,"Какдл",
62375,14724,4,"Какдл",
77957,14724,5,"Какдл",
15630,14725,1,"Ослабевшего Морбента Скверна",
31212,14725,2,"Ослабевшему Морбенту Скверну",
46794,14725,3,"Ослабевшего Морбента Скверна",
62376,14725,4,"Ослабевшим Морбентом Скверном",
77958,14725,5,"Ослабевшем Морбенте Скверне",
15631,14726,1,"Оружейного техника",
31213,14726,2,"Оружейному технику",
46795,14726,3,"Оружейного техника",
62377,14726,4,"Оружейным техником",
77959,14726,5,"Оружейном технике",
15632,14727,1,"Продавца оружии",
31214,14727,2,"Продавцу оружии",
46796,14727,3,"Продавца оружию",
62378,14727,4,"Продавцом оружией",
77960,14727,5,"Продавце оружии",
15633,14728,1,"Ткачика",
31215,14728,2,"Ткачику",
46797,14728,3,"Ткачика",
62379,14728,4,"Ткачиком",
77961,14728,5,"Ткачике",
15634,14729,1,"Паутинных повязок",
31216,14729,2,"Паутинным повязкам",
46798,14729,3,"Паутинные повязки",
62380,14729,4,"Паутинными повязками",
77962,14729,5,"Паутинных повязках",
15635,14730,1,"Существа в паутине",
31217,14730,2,"Существу в паутине",
46799,14730,3,"Существо в паутине",
62381,14730,4,"Существом в паутине",
77963,14730,5,"Существе в паутине",
15636,14731,1,"Чащобного паука-балдахинника",
31218,14731,2,"Чащобному пауку-балдахиннику",
46800,14731,3,"Чащобного паука-балдахинника",
