long,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,
2923,-1,603,0,,,"Un nain de fer bien cuit, s'il vous plaît ! (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre 25 gardiens sombre-rune avec le souffle de flammes de Tranchécaille en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,16,0x0,3853,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2924,-1,603,0,,,"Un nain de fer bien cuit, s'il vous plaît ! (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre 25 gardiens sombre-rune avec le souffle de flammes de Tranchécaille en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,16,0x0,3853,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
3656,0,-1,0,,,"Pèlerin",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits des Bienfaits du pèlerin listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,155,0xA,16,0x0,3936,,,"Récompenses : titre de pèlerin et cage à dinde",,,,,,,,,,,,,,0xFF01FE,0,0,
4027,-1,-1,0,,,"Morts du Chevalier noir (L'épreuve du champion héroïque)",,,,,,,,,,,,,,0xFF01FE,,,"Morts du Chevalier noir (L'épreuve du champion héroïque)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,16,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4097,-1,-1,0,,,"Victoires sur l'île des Conquérants",,,,,,,,,,,,,,0xFF01FE,,,"Victoires sur l'île des Conquérants",,,,,,,,,,,,,,0xFF01FE,153,0x0,16,0x1,4,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4256,0,-1,0,,,"Derby démolisseur",,,,,,,,,,,,,,0xFF01FE,,,"Détruire les véhicules suivants sur l'île des Conquérants.",,,,,,,,,,,,,,0xFF01FE,15003,0xA,16,0x0,2306,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4316,-1,-1,3876,,,"2 500 emblèmes de donjon ou de raid",,,,,,,,,,,,,,0xFF01FE,,,"Ramasser 2 500 emblèmes d'héroïsme, de vaillance, de conquête, de triomphe ou de givre.",,,,,,,,,,,,,,0xFF01FE,168,0xA,16,0x88,1950,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
4437,0,-1,0,,,"La Foire des trônes",,,,,,,,,,,,,,0xFF01FE,,,"Plomber les chefs ennemis listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,156,0xA,16,0x0,393,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4517,-1,658,0,,,"La fosse de Saron",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss de la fosse de Saron.",,,,,,,,,,,,,,0xFF01FE,14806,0xA,16,0x0,4150,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4520,-1,658,0,,,"La fosse de Saron : mode héroïque",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss de la fosse de Saron en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,16,0x0,4150,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4537,-1,631,0,,,"J'ai fait un beau gâchis (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le Porte-mort avant que la marque du champion déchu ait été lancée trois fois en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,15041,0xA,16,0x0,4161,,,"",,,,,,,,,,,,,,0xFF01EC,1,0,
4613,-1,631,0,,,"J'ai fait un beau gâchis (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le Porte-mort avant que la marque du champion déchu ait été lancée cinq fois en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,15042,0xA,16,0x0,4161,,,"",,,,,,,,,,,,,,0xFF01EC,1,0,
4727,-1,-1,0,,,"Fuites du roi-liche (Salles des Reflets héroïque)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,15062,0x0,16,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
99,-1,-1,0,,,"Matchs dans les ruines de Lordaeron",,,,,,,,,,,,,,0xFF01FE,,,"Matchs dans les ruines de Lordaeron",,,,,,,,,,,,,,0xFF01FE,152,0x0,17,0x1,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
388,1,-1,0,,,"Défenseur de la ville",,,,,,,,,,,,,,0xFF01FE,,,"Tuer 50 personnages ennemis dans n'importe laquelle de vos capitales.",,,,,,,,,,,,,,0xFF01FE,95,0xA,17,0x88,3574,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
393,-1,-1,0,,,"Tours de la vallée d'Alterac défendues",,,,,,,,,,,,,,0xFF01FE,,,"Tours de la vallée d'Alterac défendues",,,,,,,,,,,,,,0xFF01FE,153,0x0,17,0x1,1243604,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
667,-1,543,0,,,"Remparts des Flammes infernales : mode héroïque",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les chefs des remparts des Flammes infernales en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,17,0x0,3680,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
709,1,-1,0,,,"Héros de la garde Foudrepique",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès de la garde Foudrepique.",,,,,,,,,,,,,,0xFF01FE,14801,0xA,17,0x0,2829,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
761,-1,-1,0,,,"Exploration des hautes-terres d'Arathi",,,,,,,,,,,,,,0xFF01FE,,,"Explorer les hautes-terres d'Arathi et révéler les zones voilées de la carte du monde.",,,,,,,,,,,,,,0xFF01FE,14777,0xA,17,0x0,3542,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
854,-1,-1,0,,,"Exploration du cratère d'Un'Goro",,,,,,,,,,,,,,0xFF01FE,,,"Explorer le cratère d'Un'Goro et révéler les zones voilées de la carte du monde.",,,,,,,,,,,,,,0xFF01FE,14778,0xA,17,0x0,3588,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
891,-1,-1,0,,,"En selle !",,,,,,,,,,,,,,0xFF01FE,,,"Apprendre la compétence Apprenti cavalier.",,,,,,,,,,,,,,0xFF01FE,92,0xA,17,0x0,1176,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
938,-1,-1,0,,,"Les neiges du Norfendre",,,,,,,,,,,,,,0xFF01FE,,,"Achever toutes les quêtes d'Hemet Nesingwary en Norfendre, y compris « Agression post-partum ».",,,,,,,,,,,,,,0xFF01FE,14863,0xA,17,0x0,1581,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
971,0,-1,0,,,"Bonbons et blagues d'Azeroth",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits Bonbons et blagues de Kalimdor, des Royaumes de l'est et d'Outreterre.",,,,,,,,,,,,,,0xFF01FE,158,0x14,17,0x0,1743,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1032,0,-1,0,,,"Extinction de Kalimdor",,,,,,,,,,,,,,0xFF01FE,,,"Piétiner les feux de joie de l'Alliance en Kalimdor.",,,,,,,,,,,,,,0xFF01FE,161,0xA,17,0x0,1920,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1084,-1,568,0,,,"Morts de Zul'jin (Zul'Aman)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Zul'jin (Zul'Aman)",,,,,,,,,,,,,,0xFF01FE,14822,0x5,17,0x1,2806,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1161,-1,-1,404,,,"Les cinq doigts de la main : 2200",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir une cote personnelle de 2200 en équipe d'arène de 5c5 au niveau 80.",,,,,,,,,,,,,,0xFF01FE,165,0xA,17,0x0,3043,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1170,0,-1,0,,,"Maîtrise du bassin d'Arathi",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits du bassin d'Arathi listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,14802,0x19,17,0x0,1156,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1182,-1,-1,0,,,"Gagne-pain",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir 10 000 pièces d'or en récompenses de quêtes.",,,,,,,,,,,,,,0xFF01FE,96,0xA,17,0x0,2995,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1225,-1,530,0,,,"Pêcheur en Outreterre",,,,,,,,,,,,,,0xFF01FE,,,"Pêcher un poisson dans chacun des bancs de poissons listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,171,0xA,17,0x0,3691,,,"",,,,,,,,,,,,,,0x7DFF01EE,0,0,
1238,-1,602,0,,,"Morts de Loken (Les salles de Foudre)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Loken (Les salles de Foudre)",,,,,,,,,,,,,,0xFF01FE,14823,0x5,17,0x1,320,,,"",,,,,,,,,,,,,,0x7DFF01EE,0,0,
1307,-1,-1,0,,,"Sommet du pic Rochenoire",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le général Drakkisath.",,,,,,,,,,,,,,0xFF01FE,14808,0xA,17,0x0,3821,,,"",,,,,,,,,,,,,,0x7DFF01EC,1,0,
1409,-1,-1,0,,,"Elfe de la nuit « Prem's » au niveau 80 sur le royaume",,,,,,,,,,,,,,0xFF01FE,,,"Premier elfe de la nuit du royaume à atteindre le niveau 80.",,,,,,,,,,,,,,0xFF01FE,81,0x0,17,0x100,3288,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1502,0,489,0,,,"À toute vitesse",,,,,,,,,,,,,,0xFF01FE,,,"Prendre le drapeau et le capturer en moins de 75 secondes.",,,,,,,,,,,,,,0xFF01FE,14804,0xA,17,0x0,3483,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
1536,-1,-1,0,,,"Plus haut score de compétence en travail du cuir",,,,,,,,,,,,,,0xFF01FE,,,"Plus haut score de compétence en travail du cuir",,,,,,,,,,,,,,0xFF01FE,173,0x0,17,0x1,1,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1658,-1,-1,0,,,"Champion des terres gelées",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss des donjons et raids listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,168,0xA,17,0x0,182,,,"Titre : champion des terres gelées",,,,,,,,,,,,,,0xFF01FE,0,0,
1691,0,-1,0,,,"Joyeuses fêtes !",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits du Voile d'hiver listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,155,0xA,17,0x0,3695,,,"Titre : le joyeux",,,,,,,,,,,,,,0xFF01FE,0,0,
1721,-1,624,0,,,"Archavon le Gardien des pierres (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Archavon le Gardien des pierres à 25.",,,,,,,,,,,,,,0xFF01FE,14901,0xA,17,0x0,2351,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
1772,-1,-1,0,,,"Boss de raid à 10 de Lich King le plus tué",,,,,,,,,,,,,,0xFF01FE,,,"Boss de raid à 10 de Lich King le plus tué",,,,,,,,,,,,,,0xFF01FE,14807,0x0,17,0x11,1,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,1770,
1773,-1,-1,0,,,"Boisson la plus consommée",,,,,,,,,,,,,,0xFF01FE,,,"Boisson la plus consommée",,,,,,,,,,,,,,0xFF01FE,145,0x0,17,0x11,1,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,346,
1780,-1,-1,0,,,"La séquence émotion",,,,,,,,,,,,,,0xFF01FE,,,"Manger chacune des denrées à émotion listées ci-dessous.",,,,,,,,,,,,,,0xFF01FE,170,0xA,17,0x0,1854,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
2182,-1,533,0,,,"On ne plaisante pas avec les spores (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Horreb à Naxxramas sans tuer une seule spore en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,17,0x0,3099,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2183,-1,533,0,,,"On ne plaisante pas avec les spores (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Horreb à Naxxramas sans tuer une seule spore en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,17,0x0,3099,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2194,1,-1,0,,,"Maîtrise du rivage des Anciens",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits du rivage des Anciens listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,14881,0x19,17,0x0,3402,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2782,1,-1,0,,,"Champion de l'Alliance",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir le droit de représenter chaque race de l'Alliance au tournoi d'Argent",,,,,,,,,,,,,,0xFF01FE,14941,0xA,17,0x0,3807,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2874,-1,603,0,,,"Morts d'Ignis le maître de la Fournaise (Ulduar à 25)",,,,,,,,,,,,,,0xFF01FE,,,"Morts d'Ignis le maître de la Fournaise (Ulduar à 25)",,,,,,,,,,,,,,0xFF01FE,14963,0xA,17,0x1,1700,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2925,-1,603,0,,,"Brisés (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Ignis le maître de la Fournaise après avoir brisé 2 assemblages de fer en 5 secondes en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,17,0x0,976,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2926,-1,603,0,,,"Brisés (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Ignis le maître de la Fournaise après avoir brisé 2 assemblages de fer en 5 secondes en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,17,0x0,976,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
3855,-1,628,0,,,"Le glaive sonne le glas",,,,,,,,,,,,,,0xFF01FE,,,"Sur l'île des Conquérants, tuer 10 personnages-joueurs à l'aide d'un lanceur de glaive sans mourir.",,,,,,,,,,,,,,0xFF01FE,15003,0xA,17,0x0,85,,,"",,,,,,,,,,,,,,0xFFF7FC,0,0,
4028,-1,-1,0,,,"Victoires sur les bêtes du Norfendre (L'épreuve du croisé à 10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Victoires sur les bêtes du Norfendre (L'épreuve du croisé à 10 joueurs)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,17,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4518,-1,668,0,,,"Les salles des Reflets",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss des salles des Reflets.",,,,,,,,,,,,,,0xFF01FE,14806,0xA,17,0x0,4151,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4521,-1,668,0,,,"Les salles des Reflets : mode héroïque",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss des salles des Reflets en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,17,0x0,4151,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4538,-1,631,0,,,"Danse avec les limons (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Trognepus sans qu'un grand limon ait lancé une explosion de limon instable en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,15041,0xA,17,0x0,636,,,"",,,,,,,,,,,,,,0xFF01EC,1,0,
4614,-1,631,0,,,"Danse avec les limons (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Trognepus sans qu'un grand limon ait lancé une explosion de limon instable en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,15042,0xA,17,0x0,636,,,"",,,,,,,,,,,,,,0xFF01EC,1,0,
4624,-1,-1,0,,,"Méthode douce... mais ferme",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le trio d'apothicaires de la Compagnie de Chimie La Royale dans le donjon d'Ombrecroc.",,,,,,,,,,,,,,0xFF01FE,187,0xA,17,0x0,1076,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
4639,-1,-1,0,,,"Morts du seigneur Gargamoelle (Couronne de glace à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts du seigneur Gargamoelle (Couronne de glace à 10)",,,,,,,,,,,,,,0xFF01FE,15062,0x0,17,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
102,-1,-1,0,,,"Victoires dans les ruines de Lordaeron",,,,,,,,,,,,,,0xFF01FE,,,"Victoires dans les ruines de Lordaeron",,,,,,,,,,,,,,0xFF01FE,152,0x0,18,0x1,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
207,-1,489,0,,,"Sauveur du jour",,,,,,,,,,,,,,0xFF01FE,,,"Tuer l'ennemi qui porte le drapeau dans la pièce du drapeau du camp ennemi, alors que le drapeau ennemi est dans leur base et sous leur contrôle.",,,,,,,,,,,,,,0xFF01FE,14804,0xA,18,0x0,2119,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
394,-1,-1,0,,,"Tours de la vallée d'Alterac capturées",,,,,,,,,,,,,,0xFF01FE,,,"Tours de la vallée d'Alterac capturées",,,,,,,,,,,,,,0xFF01FE,153,0x0,18,0x1,1243604,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
408,-1,-1,0,,,"Bonne série",,,,,,,,,,,,,,0xFF01FE,,,"Gagner 10 matchs d'arène du championnat consécutifs au niveau 80.",,,,,,,,,,,,,,0xFF01FE,165,0xA,18,0x0,11,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
644,-1,429,0,,,"Le roi de Hache-tripes",,,,,,,,,,,,,,0xFF01FE,,,"Triompher de chaque aile de Hache-tripes.",,,,,,,,,,,,,,0xFF01FE,14808,0xA,18,0x0,559,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
668,-1,542,0,,,"La Fournaise du sang : mode héroïque",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Keli'dan le Briseur en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,18,0x0,3629,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
773,-1,-1,0,,,"Exploration des Hinterlands",,,,,,,,,,,,,,0xFF01FE,,,"Explorer les Hinterlands et révéler les zones voilées de la carte du monde.",,,,,,,,,,,,,,0xFF01FE,14777,0xA,18,0x0,3556,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
855,-1,-1,0,,,"Exploration de Reflet-de-Lune",,,,,,,,,,,,,,0xFF01FE,,,"Explorer Reflet-de-Lune et révéler les zones voilées de la carte du monde.",,,,,,,,,,,,,,0xFF01FE,14778,0xA,18,0x0,1660,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
889,-1,-1,891,,,"L'équipée sauvage",,,,,,,,,,,,,,0xFF01FE,,,"Apprendre la compétence Compagnon cavalier.",,,,,,,,,,,,,,0xFF01FE,92,0xA,18,0x0,836,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
963,1,-1,0,,,"Bonbons et blagues de Kalimdor",,,,,,,,,,,,,,0xFF01FE,,,"Piocher dans les seaux de bonbons de Kalimdor.",,,,,,,,,,,,,,0xFF01FE,158,0xA,18,0x0,3509,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1006,0,-1,0,,,"Défenseur de la ville",,,,,,,,,,,,,,0xFF01FE,,,"Tuer 50 personnages ennemis dans n'importe laquelle de vos capitales.",,,,,,,,,,,,,,0xFF01FE,95,0xA,18,0x88,3575,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1033,0,-1,0,,,"Extinction de l'Outreterre",,,,,,,,,,,,,,0xFF01FE,,,"Piétiner les feux de joie de l'Alliance en Outreterre.",,,,,,,,,,,,,,0xFF01FE,161,0xA,18,0x0,1920,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1085,-1,565,0,,,"Morts de Gruul (Repaire de Gruul)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Gruul (Repaire de Gruul)",,,,,,,,,,,,,,0xFF01FE,14822,0x5,18,0x1,2798,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1166,-1,30,0,,,"Tout vient à point à qui sait ramasser",,,,,,,,,,,,,,0xFF01FE,,,"Ramasser le portrait dédicacé de Dagharn & Aguilor dans la vallée d'Alterac.",,,,,,,,,,,,,,0xFF01FE,14801,0xA,18,0x0,2990,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1410,-1,-1,0,,,"Orc « Prem's » au niveau 80 sur le royaume",,,,,,,,,,,,,,0xFF01FE,,,"Premier orc du royaume à atteindre le niveau 80.",,,,,,,,,,,,,,0xFF01FE,81,0x0,18,0x100,3289,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1512,-1,602,0,,,"Morts de Loken (Les salles de Foudre en mode héroïque)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Loken (Les salles de Foudre en mode héroïque)",,,,,,,,,,,,,,0xFF01FE,14823,0x5,18,0x1,320,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
1517,-1,571,0,,,"Pêcheur en Norfendre",,,,,,,,,,,,,,0xFF01FE,,,"Pêcher un poisson dans chacun des bancs de poissons listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,171,0xA,18,0x0,3692,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1596,-1,-1,0,,,"Gourou de Drakuru",,,,,,,,,,,,,,0xFF01FE,,,"Achever la suite de quêtes impliquant Drakuru listées ci-dessous.",,,,,,,,,,,,,,0xFF01FE,14863,0xA,18,0x0,3479,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
1681,1,-1,0,,,"Maître des traditions",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits de quêtes listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,96,0xA,18,0x0,1644,,,"Récompenses : titre et tabard de maître des traditions",,,,,,,,,,,,,,0xFF01FE,0,0,
1692,1,-1,0,,,"Joyeuses fêtes !",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits du Voile d'hiver listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,155,0xA,18,0x0,3695,,,"Titre : le joyeux",,,,,,,,,,,,,,0xFF01FE,0,0,
1740,-1,-1,0,,,"Patrons de travail du cuir appris",,,,,,,,,,,,,,0xFF01FE,,,"Patrons de travail du cuir appris",,,,,,,,,,,,,,0xFF01FE,173,0x0,18,0x1,4,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
1756,-1,-1,0,,,"Boss de raids à 25 de Wrath of the Lich King tués",,,,,,,,,,,,,,0xFF01FE,,,"Boss de raids à 25 de Wrath of the Lich King tués",,,,,,,,,,,,,,0xFF01FE,14807,0x0,18,0x9,1,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
1774,-1,-1,0,,,"Boissons différentes consommées",,,,,,,,,,,,,,0xFF01FE,,,"Boissons différentes consommées",,,,,,,,,,,,,,0xFF01FE,145,0x0,18,0x21,1,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,346,
1781,-1,-1,0,,,"Les petites bébêtes",,,,,,,,,,,,,,0xFF01FE,,,"Utiliser des bouchées de bestiole pour contraindre 10 bestioles à être vos familiers en 3 minutes maximum.",,,,,,,,,,,,,,0xFF01FE,170,0xA,18,0x0,2482,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
1919,-1,574,0,,,"Avec les glaçons",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le prince Keleseth au donjon d'Utgarde sans briser de tombeaux de givre en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,18,0x0,3260,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
2136,-1,-1,0,,,"Gloire au héros",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits dans les donjons héroïques listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,168,0x19,18,0x0,3494,,,"Récompense : proto-drake rouge",,,,,,,,,,,,,,0xFF01FE,0,0,
2176,-1,533,0,,,"Jusqu'à ce que mort s'ensuive (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les 4 cavaliers à Naxxramas à moins de 15 secondes d'intervalle les uns des autres en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,18,0x0,3005,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
2177,-1,533,0,,,"Jusqu'à ce que mort s'ensuive (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les 4 cavaliers à Naxxramas à moins de 15 secondes d'intervalle les uns des autres en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,18,0x0,3005,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
2195,0,-1,0,,,"Maîtrise du rivage des Anciens",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits du rivage des Anciens listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,14881,0x19,18,0x0,3402,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2770,1,-1,2782,,,"Champion exalté de l'Alliance",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès de l'Alliance et obtenir le droit d'en représenter chaque race au tournoi d'Argent.",,,,,,,,,,,,,,0xFF01FE,14941,0xA,18,0x0,3807,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2884,-1,603,0,,,"Morts du déconstructeur XT-002 (Ulduar à 25)",,,,,,,,,,,,,,0xFF01FE,,,"Morts du déconstructeur XT-002 (Ulduar à 25)",,,,,,,,,,,,,,0xFF01FE,14963,0xA,18,0x1,1700,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2927,-1,603,0,,,"Chaud devant (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Survivre en ayant été jeté dans la marmite de scories d'Ignis le maître de la Fournaise en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,18,0x0,31,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2928,-1,603,0,,,"Chaud devant (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Survivre en ayant été jeté dans la marmite de scories d'Ignis le maître de la Fournaise en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,18,0x0,31,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
3136,-1,624,0,,,"Emalon le Guetteur d'orage (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Emalon le Guetteur d'orage à 10.",,,,,,,,,,,,,,0xFF01FE,14901,0xA,18,0x0,2350,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
3857,1,-1,0,,,"Maître de l'île des Conquérants",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits de l'île des Conquérants listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,15003,0x19,18,0x0,3387,,,"Récompense : tabard de conquête",,,,,,,,,,,,,,0xFF01FE,0,0,
