long,str,
18284,"Interface\Icons\inv_misc_herb_09",
18285,"Interface\Icons\inv_misc_herb_10",
18286,"Interface\Icons\inv_misc_herb_11",
18287,"Interface\Icons\inv_misc_herb_11a",
18288,"Interface\Icons\inv_misc_herb_12",
18289,"Interface\Icons\inv_misc_herb_13",
18290,"Interface\Icons\inv_misc_herb_14",
18291,"Interface\Icons\inv_misc_herb_15",
18292,"Interface\Icons\inv_misc_herb_16",
18293,"Interface\Icons\inv_misc_herb_17",
18294,"Interface\Icons\inv_misc_herb_18",
18295,"Interface\Icons\inv_misc_herb_19",
18296,"Interface\Icons\inv_misc_herb_adderstounge_stem",
18297,"Interface\Icons\inv_misc_herb_akundasbite",
18298,"Interface\Icons\inv_misc_herb_anchorweed",
18299,"Interface\Icons\inv_misc_herb_ancientlichen",
18300,"Interface\Icons\inv_misc_herb_ancientlichenpetal",
18301,"Interface\Icons\inv_misc_herb_arrowbloom",
18302,"Interface\Icons\inv_misc_herb_arrowbloompetal",
18303,"Interface\Icons\inv_misc_herb_arthastear_petal",
18304,"Interface\Icons\inv_misc_herb_astralglory",
18305,"Interface\Icons\inv_misc_herb_azsharasveil",
18306,"Interface\Icons\inv_misc_herb_azsharasveil_stem",
18307,"Interface\Icons\inv_misc_herb_blacklotus",
18308,"Interface\Icons\inv_misc_herb_blindweed_stalk",
18309,"Interface\Icons\inv_misc_herb_bruiseweed_stem",
18310,"Interface\Icons\inv_misc_herb_chamlotus",
18311,"Interface\Icons\inv_misc_herb_chamlotuspetal",
18312,"Interface\Icons\inv_misc_herb_cinderbloom",
18313,"Interface\Icons\inv_misc_herb_cinderbloom_petal",
18314,"Interface\Icons\inv_misc_herb_constrictorgrass",
18315,"Interface\Icons\inv_misc_herb_deadnettle_bramble",
18316,"Interface\Icons\inv_misc_herb_dragonsteeth",
18317,"Interface\Icons\inv_misc_herb_dragonsteeth_leaf",
18318,"Interface\Icons\inv_misc_herb_dreamfoil",
18319,"Interface\Icons\inv_misc_herb_dreamfoilblade",
18320,"Interface\Icons\inv_misc_herb_dreamingglory",
18321,"Interface\Icons\inv_misc_herb_dreamingglorypetal",
18322,"Interface\Icons\inv_misc_herb_evergreenmoss",
18323,"Interface\Icons\inv_misc_herb_fadeleaf_petal",
18324,"Interface\Icons\inv_misc_herb_felblossom",
18325,"Interface\Icons\inv_misc_herb_fellotus",
18326,"Interface\Icons\inv_misc_herb_felweed",
18327,"Interface\Icons\inv_misc_herb_felweedstalk",
18328,"Interface\Icons\inv_misc_herb_firebloom_petal",
18329,"Interface\Icons\inv_misc_herb_fireleaf_bramble",
18330,"Interface\Icons\inv_misc_herb_fireweed",
18331,"Interface\Icons\inv_misc_herb_fireweedbranch",
18332,"Interface\Icons\inv_misc_herb_flamecap",
18333,"Interface\Icons\inv_misc_herb_flytrap",
18334,"Interface\Icons\inv_misc_herb_flytrapcap",
18335,"Interface\Icons\inv_misc_herb_foolscap",
18336,"Interface\Icons\inv_misc_herb_frostlotus",
18337,"Interface\Icons\inv_misc_herb_frostweed",
18338,"Interface\Icons\inv_misc_herb_frostweedbranch",
18339,"Interface\Icons\inv_misc_herb_ghostmushroomcap",
18340,"Interface\Icons\inv_misc_herb_goldclover",
18341,"Interface\Icons\inv_misc_herb_goldclover_leaf",
18342,"Interface\Icons\inv_misc_herb_goldenlotus",
18343,"Interface\Icons\inv_misc_herb_goldensamsamleaf",
18344,"Interface\Icons\inv_misc_herb_goldthorn_bramble",
18345,"Interface\Icons\inv_misc_herb_gravemoss",
18346,"Interface\Icons\inv_misc_herb_gravemoss_leaf",
18347,"Interface\Icons\inv_misc_herb_gromsbloodleaf",
18348,"Interface\Icons\inv_misc_herb_heartblossom",
18349,"Interface\Icons\inv_misc_herb_heartblossom_petal",
18350,"Interface\Icons\inv_misc_herb_icecap",
18351,"Interface\Icons\inv_misc_herb_icecappetal",
18352,"Interface\Icons\inv_misc_herb_icethorn",
18353,"Interface\Icons\inv_misc_herb_icethorn_bramble",
18354,"Interface\Icons\inv_misc_herb_jadetealeaf",
18355,"Interface\Icons\inv_misc_herb_khdgwhskr_stem",
18356,"Interface\Icons\inv_misc_herb_kingsblood_petal",
18357,"Interface\Icons\inv_misc_herb_lichbloom_stalk",
18358,"Interface\Icons\inv_misc_herb_liferoot_stem",
18359,"Interface\Icons\inv_misc_herb_manathistle",
18360,"Interface\Icons\inv_misc_herb_mana_thistle_leaf",
18361,"Interface\Icons\inv_misc_herb_mountainsilversage",
18362,"Interface\Icons\inv_misc_herb_mtnslvrsagestalk",
18363,"Interface\Icons\inv_misc_herb_netherbloom",
18364,"Interface\Icons\inv_misc_herb_netherbloom_leaf",
18365,"Interface\Icons\inv_misc_herb_nightmareseed",
18366,"Interface\Icons\inv_misc_herb_nightmarevine",
18367,"Interface\Icons\inv_misc_herb_nightmarevine_stem",
18368,"Interface\Icons\inv_misc_herb_plaguebloom",
18369,"Interface\Icons\inv_misc_herb_pollen",
18370,"Interface\Icons\inv_misc_herb_purplelotus_petal",
18371,"Interface\Icons\inv_misc_herb_ragveil",
18372,"Interface\Icons\inv_misc_herb_ragveilcap",
18373,"Interface\Icons\inv_misc_herb_rainpoppy",
18374,"Interface\Icons\inv_misc_herb_riverbud",
18375,"Interface\Icons\inv_misc_herb_sansamroot",
18376,"Interface\Icons\inv_misc_herb_seastalk",
18377,"Interface\Icons\inv_misc_herb_shaherb",
18378,"Interface\Icons\inv_misc_herb_silkweed",
18379,"Interface\Icons\inv_misc_herb_snowlily",
18380,"Interface\Icons\inv_misc_herb_sorrowmossleaf",
18381,"Interface\Icons\inv_misc_herb_starflower",
18382,"Interface\Icons\inv_misc_herb_starflowerpetal",
18383,"Interface\Icons\inv_misc_herb_starmoss",
18384,"Interface\Icons\inv_misc_herb_stormvine",
18385,"Interface\Icons\inv_misc_herb_stormvine_stalk",
18386,"Interface\Icons\inv_misc_herb_stranglekelp_blade",
18387,"Interface\Icons\inv_misc_herb_sungrass_stalk",
18388,"Interface\Icons\inv_misc_herb_taladororchid",
18389,"Interface\Icons\inv_misc_herb_taladororchidpetal",
18390,"Interface\Icons\inv_misc_herb_talandrasrose",
18391,"Interface\Icons\inv_misc_herb_talandrasrose_petal",
18392,"Interface\Icons\inv_misc_herb_teroconeleaf",
18393,"Interface\Icons\inv_misc_herb_terrocone",
18394,"Interface\Icons\inv_misc_herb_tigerlily",
18395,"Interface\Icons\inv_misc_herb_tigerlily_petal",
18396,"Interface\Icons\inv_misc_herb_tiwlightjasmine_petal",
18397,"Interface\Icons\inv_misc_herb_torndesecratedherb",
18398,"Interface\Icons\inv_misc_herb_tornfoolscap",
18399,"Interface\Icons\inv_misc_herb_torngoldenlotus",
18400,"Interface\Icons\inv_misc_herb_torngreentealeaf",
18401,"Interface\Icons\inv_misc_herb_tornrainpoppy",
18402,"Interface\Icons\inv_misc_herb_tornsilkweed",
18403,"Interface\Icons\inv_misc_herb_tornsnowlilly",
18404,"Interface\Icons\inv_misc_herb_twilightjasmine",
18405,"Interface\Icons\inv_misc_herb_whiptail",
18406,"Interface\Icons\inv_misc_herb_whiptail_stem",
18407,"Interface\Icons\inv_misc_herb_whispervine",
18408,"Interface\Icons\inv_misc_herb_winterskiss",
18409,"Interface\Icons\inv_misc_herb_wldsteelbloom_petal",
18410,"Interface\Icons\inv_misc_herb_zoanthid",
18411,"Interface\Icons\inv_misc_hook_01",
18412,"Interface\Icons\inv_misc_horn_01",
18413,"Interface\Icons\inv_misc_horn_02",
18414,"Interface\Icons\inv_misc_horn_03",
18415,"Interface\Icons\inv_misc_horn_04",
18416,"Interface\Icons\inv_misc_horn_05",
18417,"Interface\Icons\inv_misc_horsecostume_back",
18418,"Interface\Icons\inv_misc_horsecostume_front",
18419,"Interface\Icons\inv_misc_idol_01",
18420,"Interface\Icons\inv_misc_idol_02",
18421,"Interface\Icons\inv_misc_idol_03",
18422,"Interface\Icons\inv_misc_idol_04",
18423,"Interface\Icons\inv_misc_idol_05",
18424,"Interface\Icons\inv_misc_imbuedembercloth",
18425,"Interface\Icons\inv_misc_key_01",
18426,"Interface\Icons\inv_misc_key_02",
18427,"Interface\Icons\inv_misc_key_03",
18428,"Interface\Icons\inv_misc_key_04",
18429,"Interface\Icons\inv_misc_key_05",
18430,"Interface\Icons\inv_misc_key_06",
18431,"Interface\Icons\inv_misc_key_07",
18432,"Interface\Icons\inv_misc_key_08",
18433,"Interface\Icons\inv_misc_key_09",
18434,"Interface\Icons\inv_misc_key_10",
18435,"Interface\Icons\inv_misc_key_11",
18436,"Interface\Icons\inv_misc_key_12",
18437,"Interface\Icons\inv_misc_key_13",
18438,"Interface\Icons\inv_misc_key_14",
18439,"Interface\Icons\inv_misc_key_15",
18440,"Interface\Icons\inv_misc_kingsring1",
18441,"Interface\Icons\inv_misc_kingsring2",
18442,"Interface\Icons\inv_misc_landshark",
18443,"Interface\Icons\inv_misc_lantern_01",
18444,"Interface\Icons\inv_misc_largeshard_superior",
18445,"Interface\Icons\inv_misc_leatherfelhide",
18446,"Interface\Icons\inv_misc_leatherscrap_01",
18447,"Interface\Icons\inv_misc_leatherscrap_02",
18448,"Interface\Icons\inv_misc_leatherscrap_03",
18449,"Interface\Icons\inv_misc_leatherscrap_04",
18450,"Interface\Icons\inv_misc_leatherscrap_05",
18451,"Interface\Icons\inv_misc_leatherscrap_06",
18452,"Interface\Icons\inv_misc_leatherscrap_07",
18453,"Interface\Icons\inv_misc_leatherscrap_08",
18454,"Interface\Icons\inv_misc_leatherscrap_09",
18455,"Interface\Icons\inv_misc_leatherscrap_10",
18456,"Interface\Icons\inv_misc_leatherscrap_11",
18457,"Interface\Icons\inv_misc_leatherscrap_12",
18458,"Interface\Icons\inv_misc_leatherscrap_13",
18459,"Interface\Icons\inv_misc_leatherscrap_14",
18460,"Interface\Icons\inv_misc_leatherscrap_15",
18461,"Interface\Icons\inv_misc_leatherscrap_16",
18462,"Interface\Icons\inv_misc_leatherscrap_17",
18463,"Interface\Icons\inv_misc_leatherscrap_18",
18464,"Interface\Icons\inv_misc_leatherscrap_19",
18465,"Interface\Icons\inv_misc_leatherstonehide",
18466,"Interface\Icons\inv_misc_leatherstormscale",
18467,"Interface\Icons\inv_misc_leather_shellfragment",
18468,"Interface\Icons\inv_misc_legarmorkit",
18469,"Interface\Icons\inv_misc_lesseressence",
18470,"Interface\Icons\inv_misc_lifeblood",
18471,"Interface\Icons\inv_misc_lightcrystals",
18472,"Interface\Icons\inv_misc_lockboxghostiron",
18473,"Interface\Icons\inv_misc_lockbox_1",
18474,"Interface\Icons\inv_misc_lockchest01",
18475,"Interface\Icons\inv_misc_lockchest02",
18476,"Interface\Icons\inv_misc_lockchest03",
18477,"Interface\Icons\inv_misc_love_gondola",
18478,"Interface\Icons\inv_misc_luckymoneyenvelope",
18479,"Interface\Icons\inv_misc_magtheridonshead",
18480,"Interface\Icons\inv_misc_makrura",
18481,"Interface\Icons\inv_misc_map02",
18482,"Interface\Icons\inv_misc_map03",
18483,"Interface\Icons\inv_misc_map04",
18484,"Interface\Icons\inv_misc_map05",
18485,"Interface\Icons\inv_misc_map06",
18486,"Interface\Icons\inv_misc_map07",
18487,"Interface\Icons\inv_misc_map08",
18488,"Interface\Icons\inv_misc_map09",
18489,"Interface\Icons\inv_misc_map_01",
18490,"Interface\Icons\inv_misc_markoftheworldtree",
18491,"Interface\Icons\inv_misc_marrigolds_01",
18492,"Interface\Icons\inv_misc_masterofanatomy",
18493,"Interface\Icons\inv_misc_mastersinscription",
18494,"Interface\Icons\inv_misc_matchbook",
18495,"Interface\Icons\inv_misc_metagemuncut_a",
18496,"Interface\Icons\inv_misc_metagemuncut_b",
18497,"Interface\Icons\inv_misc_metagem_a",
18498,"Interface\Icons\inv_misc_metagem_b",
18499,"Interface\Icons\inv_misc_missilelargecluster_blue",
18500,"Interface\Icons\inv_misc_missilelargecluster_green",
18501,"Interface\Icons\inv_misc_missilelargecluster_purple",
18502,"Interface\Icons\inv_misc_missilelargecluster_red",
18503,"Interface\Icons\inv_misc_missilelargecluster_white",
18504,"Interface\Icons\inv_misc_missilelargecluster_yellow",
18505,"Interface\Icons\inv_misc_missilelarge_blue",
18506,"Interface\Icons\inv_misc_missilelarge_green",
18507,"Interface\Icons\inv_misc_missilelarge_purple",
18508,"Interface\Icons\inv_misc_missilelarge_red",
18509,"Interface\Icons\inv_misc_missilelarge_white",
18510,"Interface\Icons\inv_misc_missilelarge_yellow",
18511,"Interface\Icons\inv_misc_missilesmallcluster_blue",
18512,"Interface\Icons\inv_misc_missilesmallcluster_green",
18513,"Interface\Icons\inv_misc_missilesmallcluster_purple",
18514,"Interface\Icons\inv_misc_missilesmallcluster_red",
18515,"Interface\Icons\inv_misc_missilesmallcluster_white",
18516,"Interface\Icons\inv_misc_missilesmallcluster_yellow",
18517,"Interface\Icons\inv_misc_missilesmall_blue",
18518,"Interface\Icons\inv_misc_missilesmall_green",
18519,"Interface\Icons\inv_misc_missilesmall_purple",
18520,"Interface\Icons\inv_misc_missilesmall_red",
18521,"Interface\Icons\inv_misc_missilesmall_white",
18522,"Interface\Icons\inv_misc_missilesmall_yellow",
18523,"Interface\Icons\inv_misc_mohawkgrenade",
18524,"Interface\Icons\inv_misc_molle",
18525,"Interface\Icons\inv_misc_monkeypaw",
18526,"Interface\Icons\inv_misc_monsterclaw_01",
18527,"Interface\Icons\inv_misc_monsterclaw_02",
18528,"Interface\Icons\inv_misc_monsterclaw_03",
18529,"Interface\Icons\inv_misc_monsterclaw_04",
18530,"Interface\Icons\inv_misc_monsterclaw_05",
18531,"Interface\Icons\inv_misc_monsterclaw_06",
18532,"Interface\Icons\inv_misc_monsterclaw_07",
18533,"Interface\Icons\inv_misc_monsterclaw_08",
18534,"Interface\Icons\inv_misc_monsterclaw_09",
18535,"Interface\Icons\inv_misc_monsterclaw_10",
18536,"Interface\Icons\inv_misc_monsterfang_01",
18537,"Interface\Icons\inv_misc_monsterfang_02",
18538,"Interface\Icons\inv_misc_monsterhead_01",
18539,"Interface\Icons\inv_misc_monsterhead_02",
18540,"Interface\Icons\inv_misc_monsterhead_03",
18541,"Interface\Icons\inv_misc_monsterhead_04",
18542,"Interface\Icons\inv_misc_monsterhorn_01",
18543,"Interface\Icons\inv_misc_monsterhorn_02",
18544,"Interface\Icons\inv_misc_monsterhorn_03",
18545,"Interface\Icons\inv_misc_monsterhorn_04",
18546,"Interface\Icons\inv_misc_monsterhorn_05",
18547,"Interface\Icons\inv_misc_monsterhorn_06",
18548,"Interface\Icons\inv_misc_monsterhorn_07",
18549,"Interface\Icons\inv_misc_monsterhorn_08",
18550,"Interface\Icons\inv_misc_monsterscales_01",
18551,"Interface\Icons\inv_misc_monsterscales_02",
18552,"Interface\Icons\inv_misc_monsterscales_03",
18553,"Interface\Icons\inv_misc_monsterscales_04",
18554,"Interface\Icons\inv_misc_monsterscales_05",
18555,"Interface\Icons\inv_misc_monsterscales_06",
18556,"Interface\Icons\inv_misc_monsterscales_07",
18557,"Interface\Icons\inv_misc_monsterscales_08",
18558,"Interface\Icons\inv_misc_monsterscales_09",
18559,"Interface\Icons\inv_misc_monsterscales_10",
18560,"Interface\Icons\inv_misc_monsterscales_11",
18561,"Interface\Icons\inv_misc_monsterscales_12",
18562,"Interface\Icons\inv_misc_monsterscales_13",
18563,"Interface\Icons\inv_misc_monsterscales_14",
18564,"Interface\Icons\inv_misc_monsterscales_15",
18565,"Interface\Icons\inv_misc_monsterscales_16",
18566,"Interface\Icons\inv_misc_monsterscales_17",
18567,"Interface\Icons\inv_misc_monsterscales_18",
18568,"Interface\Icons\inv_misc_monsterscales_19",
18569,"Interface\Icons\inv_misc_monsterscales_20",
18570,"Interface\Icons\inv_misc_monsterspidercarapace_01",
18571,"Interface\Icons\inv_misc_monstertail_01",
18572,"Interface\Icons\inv_misc_monstertail_02",
18573,"Interface\Icons\inv_misc_monstertail_03",
18574,"Interface\Icons\inv_misc_monstertail_04",
18575,"Interface\Icons\inv_misc_monstertail_05",
18576,"Interface\Icons\inv_misc_monstertail_06",
18577,"Interface\Icons\inv_misc_monstertail_07",
18578,"Interface\Icons\inv_misc_moodring1",
18579,"Interface\Icons\inv_misc_moodring2",
18580,"Interface\Icons\inv_misc_moonwillowleaf",
18581,"Interface\Icons\inv_misc_moosehoof",
18582,"Interface\Icons\inv_misc_moosehoof_black",
18583,"Interface\Icons\inv_misc_moosehoof_fel",
18584,"Interface\Icons\inv_misc_moosehoof_nightmare",
18585,"Interface\Icons\inv_misc_nagafemale",
18586,"Interface\Icons\inv_misc_nagamale",
18587,"Interface\Icons\inv_misc_nagrandtempura",
18588,"Interface\Icons\inv_misc_nativebeastfur",
18589,"Interface\Icons\inv_misc_nativebeastskin",
18590,"Interface\Icons\inv_misc_nativebeastskin_scrap",
18591,"Interface\Icons\inv_misc_necklace13",
18592,"Interface\Icons\inv_misc_necklace14",
18593,"Interface\Icons\inv_misc_necklace15",
18594,"Interface\Icons\inv_misc_necklacea1",
18595,"Interface\Icons\inv_misc_necklacea10",
18596,"Interface\Icons\inv_misc_necklacea11",
18597,"Interface\Icons\inv_misc_necklacea12",
18598,"Interface\Icons\inv_misc_necklacea2",
18599,"Interface\Icons\inv_misc_necklacea3",
18600,"Interface\Icons\inv_misc_necklacea4",
18601,"Interface\Icons\inv_misc_necklacea6",
18602,"Interface\Icons\inv_misc_necklacea7",
18603,"Interface\Icons\inv_misc_necklacea8",
18604,"Interface\Icons\inv_misc_necklacea9",
18605,"Interface\Icons\inv_misc_necklace_16",
18606,"Interface\Icons\inv_misc_necklace_6_0_001",
18607,"Interface\Icons\inv_misc_necklace_6_0_002",
18608,"Interface\Icons\inv_misc_necklace_6_0_003",
18609,"Interface\Icons\inv_misc_necklace_6_0_004",
18610,"Interface\Icons\inv_misc_necklace_6_0_005",
18611,"Interface\Icons\inv_misc_necklace_6_0_006",
18612,"Interface\Icons\inv_misc_necklace_6_0_007",
18613,"Interface\Icons\inv_misc_necklace_6_0_008",
18614,"Interface\Icons\inv_misc_necklace_6_0_009",
18615,"Interface\Icons\inv_misc_necklace_6_0_010",
18616,"Interface\Icons\inv_misc_necklace_6_0_011",
18617,"Interface\Icons\inv_misc_necklace_6_0_012",
18618,"Interface\Icons\inv_misc_necklace_6_0_013",
18619,"Interface\Icons\inv_misc_necklace_6_0_014",
18620,"Interface\Icons\inv_misc_necklace_6_0_015",
18621,"Interface\Icons\inv_misc_necklace_6_0_016",
18622,"Interface\Icons\inv_misc_necklace_6_0_017",
18623,"Interface\Icons\inv_misc_necklace_6_0_018",
18624,"Interface\Icons\inv_misc_necklace_6_0_019",
18625,"Interface\Icons\inv_misc_necklace_6_0_020",
18626,"Interface\Icons\inv_misc_necklace_6_0_021",
18627,"Interface\Icons\inv_misc_necklace_6_0_022",
18628,"Interface\Icons\inv_misc_necklace_6_0_023",
18629,"Interface\Icons\inv_misc_necklace_6_0_024",
18630,"Interface\Icons\inv_misc_necklace_6_0_025",
18631,"Interface\Icons\inv_misc_necklace_6_0_026",
18632,"Interface\Icons\inv_misc_necklace_6_0_027",
18633,"Interface\Icons\inv_misc_necklace_6_0_028",
18634,"Interface\Icons\inv_misc_necklace_6_0_029",
18635,"Interface\Icons\inv_misc_necklace_6_0_030",
18636,"Interface\Icons\inv_misc_necklace_6_0_031",
18637,"Interface\Icons\inv_misc_necklace_6_0_032",
18638,"Interface\Icons\inv_misc_necklace_6_0_033",
18639,"Interface\Icons\inv_misc_necklace_6_0_034",
18640,"Interface\Icons\inv_misc_necklace_6_0_035",
18641,"Interface\Icons\inv_misc_necklace_6_0_036",
18642,"Interface\Icons\inv_misc_necklace_6_0_037",
18643,"Interface\Icons\inv_misc_necklace_6_0_038",
18644,"Interface\Icons\inv_misc_necklace_6_0_039",
18645,"Interface\Icons\inv_misc_necklace_6_0_040",
18646,"Interface\Icons\inv_misc_necklace_6_0_041",
18647,"Interface\Icons\inv_misc_necklace_6_0_042",
18648,"Interface\Icons\inv_misc_necklace_6_0_043",
18649,"Interface\Icons\inv_misc_necklace_6_0_044",
18650,"Interface\Icons\inv_misc_necklace_6_0_045",
18651,"Interface\Icons\inv_misc_necklace_beads01",
18652,"Interface\Icons\inv_misc_necklace_beads02",
18653,"Interface\Icons\inv_misc_necklace_beads03",
18654,"Interface\Icons\inv_misc_necklace_beads04",
18655,"Interface\Icons\inv_misc_necklace_beads05",
18656,"Interface\Icons\inv_misc_necklace_beads06",
18657,"Interface\Icons\inv_misc_necklace_beads07",
18658,"Interface\Icons\inv_misc_necklace_beads08",
18659,"Interface\Icons\inv_misc_necklace_beads09",
