long,long,long,long,flags,long,long,long,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,flags,long,None,None,long,float,float,None,
3652,530,3521,1276,0x40004440,0,0,0,0,0,61,,,"Caverne de Funggor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3653,530,3521,1277,0x40004440,0,0,0,0,0,62,,,"Lac des Serpents",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3654,530,3521,1278,0x40004440,0,0,0,0,0,63,,,"La Vidange",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3655,530,3521,1279,0x40004440,0,0,0,0,0,60,,,"Lac Umbretourbe",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3656,530,3521,1280,0x40004440,0,0,0,0,0,62,,,"Lac des furoles",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3657,530,3521,1281,0x40004440,0,0,0,0,475,0,,,"Clairière du portail",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3658,530,3521,1282,0x40004440,0,0,0,0,0,62,,,"Lac Ventespore",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3659,530,3521,1283,0x40004440,0,0,0,0,0,60,,,"Le Lagon",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3660,530,3521,1284,0x40004440,0,0,0,0,0,0,,,"Défilé des lames",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3661,530,3521,1285,0x40004440,0,0,0,0,0,0,,,"Canyon de Lamecroc",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3662,530,3430,1286,0x40000040,0,0,0,0,0,0,,,"Communs",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3663,530,3430,1287,0x40000040,0,0,0,0,0,0,,,"Manoir abandonné",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3664,530,3430,1288,0x40000040,0,0,0,0,0,0,,,"Chasseresse du soleil",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3665,530,3430,1289,0x40300040,0,0,0,0,0,6,,,"Place de l'Épervier",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3666,530,3518,1290,0x40004440,0,0,0,0,0,64,,,"Bassin halaani",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3667,530,3521,1291,0x40004440,0,0,0,0,0,62,,,"Tourbière taillée",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3668,530,3521,1292,0x40004440,0,0,0,0,0,62,,,"Ruines de Boha'mu",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3669,530,3483,1293,0x4000C440,0,0,0,0,479,0,,,"Le Stade",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3670,530,3483,1294,0x4000C440,0,0,0,0,478,0,,,"Le Surplomb",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3671,530,3483,1295,0x4000C440,0,0,0,0,478,58,,,"Colline brisée",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3672,530,3518,1296,0x40004440,0,0,0,0,0,0,,,"Procession Mag'hari",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3673,530,3518,1297,0x40004440,0,0,0,0,0,64,,,"Safari de Nesingwary",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3674,530,3519,1298,0x40004440,0,0,0,0,495,62,,,"Fourré cénarien",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3675,530,3519,1299,0x40004440,0,0,0,310,519,62,,,"Tuurem",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3676,530,3519,1300,0x40004440,0,0,0,0,480,62,,,"Voile Shienor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3677,530,3519,1301,0x40004440,0,0,0,0,481,62,,,"Voile Skith",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3678,530,3519,1302,0x40004440,0,0,0,0,481,62,,,"Voile Shalas",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3679,530,3519,1303,0x40004440,0,0,0,0,481,70,,,"Skettis",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3680,530,3519,1304,0x40004440,0,0,0,0,481,70,,,"Vallée de Noirvent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3681,530,3519,1305,0x40004440,0,0,0,337,0,63,,,"Halte Aile-de-feu",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3682,530,3519,1306,0x40004440,0,0,0,0,0,64,,,"Grangol'var",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3683,530,3519,1307,0x40204440,0,0,0,278,0,0,,,"Fort des Brise-pierres",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3684,530,3519,1308,0x40204440,0,0,0,279,0,0,,,"Bastion allérien",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3685,530,3519,1309,0x40004440,0,0,0,0,501,63,,,"Ruines Mâche-les-os",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3686,530,3519,1310,0x40004440,0,0,0,0,480,64,,,"Voile Lithic",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3687,530,3519,1311,0x40004440,0,0,0,0,0,62,,,"Olembas",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3688,530,3519,1312,0x40004440,0,0,402,306,0,65,,,"Auchindoun",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3689,530,3519,1313,0x40004440,0,0,0,0,0,63,,,"Voile Reskk",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3690,530,3519,1314,0x40004440,0,0,0,0,480,70,,,"Lac Noirvent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3691,530,3519,1315,0x40004440,0,0,0,0,0,62,,,"Lac Ere'Noru",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3692,530,3519,1316,0x40004440,0,0,0,0,0,62,,,"Lac Jorune",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3693,530,3519,1317,0x40004440,0,0,0,0,0,62,,,"Monts Skethyl",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3694,530,3519,1318,0x40004440,0,0,0,0,0,62,,,"Crête brumeuse",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3695,530,3519,1319,0x40004440,0,0,0,0,0,62,,,"Les Collines brisées",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3696,530,3519,1320,0x40004440,0,0,0,0,508,62,,,"La Barrière",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3697,530,3519,1321,0x4000C440,0,0,402,306,0,64,,,"Le désert des Ossements",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3698,559,0,1322,0x10080,0,0,369,243,512,0,,,"Arène de Nagrand",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3699,530,3518,1323,0x40004440,0,0,0,0,510,65,,,"Cour du Crâne ricanant",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3700,530,3518,1324,0x40004440,0,0,0,0,510,0,,,"L'arène de sang",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3701,530,3518,1325,0x40004480,0,0,0,0,0,0,,,"Sol de l'arène",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3702,562,0,1326,0x10080,0,0,406,243,0,0,,,"Arène des Tranchantes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3703,530,0,1327,0x4D28,0,0,409,311,0,0,,,"Shattrath",,,,,,,,,,,,,,0xFF01FE,0x6,0,,,0,-500.0,0.600000023842,,
3704,530,3487,1328,0x40000118,0,0,0,0,0,0,,,"Porte du Berger",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3705,530,3518,1329,0x40004440,0,0,0,0,0,64,,,"Bassin telaari",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3706,269,2366,1330,0x40000000,0,0,0,0,512,0,,,"La Porte des ténèbres",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3707,534,3606,1331,0x40000000,0,0,0,346,521,0,,,"Base de l'Alliance",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3708,534,3606,1332,0x40000000,0,0,0,347,522,0,,,"Campement de la Horde",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3709,534,3606,1333,0x40000000,0,0,0,0,0,0,,,"Village elfe de la nuit",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3710,534,3606,1334,0x40000000,0,0,0,348,523,0,,,"Nordrassil",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3711,571,0,1335,0x4440,0,0,461,424,0,76,,,"Bassin de Sholazar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3712,530,3523,1336,0x40204440,0,0,0,0,475,0,,,"Zone 52",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3713,542,0,1337,0x0,0,0,0,0,0,0,,,"La Fournaise du sang",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3714,540,0,1338,0x0,0,0,0,0,0,0,,,"Les Salles brisées",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.5,,
3715,545,0,1339,0x0,0,0,0,0,0,0,,,"Le Caveau de la vapeur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3716,546,0,1340,0x0,0,0,0,0,0,0,,,"La Basse-tourbière",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.40000000596,,
3717,547,0,1341,0x0,0,0,0,0,0,0,,,"Les enclos aux esclaves",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.5,,
3718,530,3521,1342,0x40204440,0,0,0,278,0,0,,,"Poste du Rat des marais",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3719,530,3519,1343,0x40004440,0,0,0,0,510,63,,,"Ruines de l'Orbite sanglante",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3720,530,3521,1344,0x4000C440,0,0,0,0,0,0,,,"Ruines des flèches jumelles",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3721,530,3523,1345,0x40004440,0,0,0,0,0,66,,,"La Désagrégation",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3722,530,3523,1346,0x40004440,0,0,0,0,496,67,,,"Manaforge Ara",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3723,530,3523,1347,0x40004440,0,0,0,0,0,67,,,"Ruines Arklon",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3724,530,3523,1348,0x40204440,0,0,0,0,475,67,,,"Cosmovrille",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3725,530,3523,1349,0x40004440,0,0,0,310,519,67,,,"Ruines d'Enkaat",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3726,530,3523,1350,0x40004440,0,0,0,0,497,67,,,"Manaforge B'naar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3727,530,3523,1351,0x40004440,0,0,0,0,487,68,,,"La Ferraille",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3728,530,3523,1352,0x40004440,0,0,0,0,0,68,,,"Les champs du vortex",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3729,530,3523,1353,0x40004440,0,0,0,0,0,67,,,"Le Monceau",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3730,530,3523,1354,0x40004440,0,0,0,0,498,68,,,"Manaforge Coruu",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3731,530,3523,1355,0x40004440,0,0,0,0,0,69,,,"La Faille des tempêtes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3732,530,3523,1356,0x40004440,0,0,0,0,0,69,,,"Kirin'Var",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3733,530,3523,1357,0x40004440,0,0,0,0,0,0,,,"La Tour pourpre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3734,530,3523,1358,0x40004440,0,0,0,0,499,69,,,"Manaforge Duro",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3735,530,3523,1359,0x40004440,0,0,0,0,0,68,,,"Le plateau Vent-du-Vide",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3736,530,3523,1360,0x40004440,0,0,0,0,496,0,,,"Manaforge Ultris",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3737,530,3523,1361,0x40004440,0,0,0,0,492,69,,,"Crête céleste",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3738,530,3523,1362,0x40204440,0,0,423,335,489,0,,,"La Foudreflèche",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3739,530,3523,1363,0x40004440,0,0,0,0,488,68,,,"Base de forge : Oubli",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3740,530,3523,1364,0x40004440,0,0,0,0,487,68,,,"Base de forge : Géhenne",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3741,530,3523,1365,0x40004440,0,0,0,0,0,68,,,"Ruines de Farahlon",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3742,530,3523,1366,0x40005440,0,0,0,0,0,70,,,"Siège de Socrethar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3743,530,3520,1367,0x40004440,0,0,0,0,488,67,,,"Bastion de la Légion",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3744,530,3520,1368,0x40204440,0,0,0,278,0,0,,,"Village d'Ombrelune",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3745,530,3520,1369,0x40204440,0,0,0,279,0,0,,,"Bastion des Marteaux-hardis",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3746,530,3520,1370,0x40004440,0,0,0,0,0,67,,,"La main de Gul'dan",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3747,530,3520,1371,0x40004440,0,0,0,0,0,67,,,"Les Gangrefosses",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3748,530,3520,1372,0x40004440,0,0,0,0,0,68,,,"La Forgemort",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3749,530,3520,1373,0x40004440,0,0,0,0,0,68,,,"Citerne de Glissentaille",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3750,530,3520,1374,0x40004440,0,0,0,0,0,68,,,"Halte de Glissentaille",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3751,530,3520,1375,0x40004440,0,0,0,0,0,67,,,"Halte du Feu solaire",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3752,530,3520,1376,0x40004440,0,0,0,0,507,67,,,"Halte Illidari",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3753,530,3520,1377,0x40004440,0,0,0,0,0,67,,,"Ruines de Baa'ri",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3754,530,3520,1378,0x40204440,0,0,0,310,0,0,,,"Autel de Sha'tar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3755,530,3520,1379,0x40004440,0,0,0,0,0,69,,,"L'escalier de la Fatalité",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3756,530,3520,1380,0x40004440,0,0,0,0,0,67,,,"Ruines de Karabor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3757,530,3520,1381,0x40004440,0,0,0,0,0,69,,,"Terrasse Ata'mal",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3758,530,3520,1382,0x40004440,0,0,0,0,491,67,,,"Champs de l'Aile-du-Néant",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3759,530,3520,1383,0x40005440,0,0,0,0,492,70,,,"Escarpement de l'Aile-du-Néant",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3760,530,3518,1384,0x40004440,0,0,0,0,0,64,,,"La Barrière",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3761,530,3518,1385,0x40004440,0,0,0,0,0,0,,,"Le Haut chemin",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3762,530,3518,1386,0x40004440,0,0,0,0,0,0,,,"Passe de Ventejonc",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3763,530,3518,1387,0x40004440,0,0,0,0,0,0,,,"Crête de Zangar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3764,530,3518,1388,0x40004440,0,0,0,0,487,70,,,"La crête du Crépuscule",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3765,530,3483,1389,0x40004440,0,0,0,0,0,61,,,"Piste de Tranchépine",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3766,530,3521,1390,0x40204440,0,0,0,310,0,0,,,"Havre d'Orebor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3767,530,3522,1391,0x40004440,0,0,406,0,0,0,,,"Le défilé des lames",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3768,530,3522,1392,0x40004440,0,0,407,312,0,69,,,"La crête dentelée",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3769,530,3522,1393,0x40204440,0,0,407,278,0,0,,,"Bastion des Sire-tonnerre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3770,530,3522,1394,0x40004440,0,0,403,0,0,0,,,"Canyon de Lamecroc",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3771,530,3522,1395,0x40004440,0,0,408,307,0,65,,,"Le Bosquet vivant",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3772,530,3522,1396,0x40204440,0,0,408,307,511,0,,,"Sylvanaar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3773,530,3522,1397,0x40004440,0,0,406,0,508,67,,,"Bastion de Flèchelame",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3774,530,3522,1398,0x40004440,0,0,406,0,0,67,,,"Repaire de Gruul",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.40000000596,,
3775,530,3522,1399,0x40004440,0,0,406,0,0,66,,,"Cercle de sang",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3776,530,3522,1400,0x40004440,0,0,406,0,508,66,,,"Avant-poste de la Masse-sanglante",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3777,530,3522,1401,0x40004440,0,0,406,0,508,67,,,"Camp de la Masse-sanglante",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3778,530,3522,1402,0x40004440,0,0,406,0,510,66,,,"Mine de draenéthyste",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3779,530,3522,1403,0x40004440,0,0,406,0,510,67,,,"La prétention de Trogma",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3780,530,3522,1404,0x40004440,0,0,406,0,510,67,,,"Convent de l'Aile noire",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3781,530,3522,1405,0x40004440,0,0,407,312,481,67,,,"Grishnath",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3782,530,3522,1406,0x40004440,0,0,407,312,480,65,,,"Voile Lashh",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3783,530,3522,1407,0x40004440,0,0,407,312,481,67,,,"Voile Vekh",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3784,530,3522,1408,0x40004440,0,0,406,0,487,70,,,"Camp de forge : Terreur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3785,530,3522,1409,0x40004440,0,0,406,0,488,70,,,"Camp de forge : Courroux",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3786,530,3522,1410,0x40204440,0,0,406,0,533,66,,,"Ogri'la",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3787,530,3522,1411,0x40004440,0,0,406,0,487,70,,,"Camp de forge : Colère",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3788,530,3518,1412,0x40004440,0,0,0,0,0,0,,,"Le Bas chemin",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3789,555,0,1413,0x0,0,0,0,0,0,0,,,"Labyrinthe des ombres",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3790,558,0,1414,0x0,0,0,0,0,0,0,,,"Cryptes Auchenaï",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3791,556,0,1415,0x0,0,0,0,0,0,0,,,"Les salles des Sethekk",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.75,,
3792,557,0,1416,0x0,0,0,0,0,0,0,,,"Tombes-mana",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.75,,
3793,530,3483,1417,0x40004440,0,0,0,0,0,58,,,"Ravin de Gangrétincelle",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3794,530,3483,1418,0x40004440,0,0,0,0,0,58,,,"Vallée des ossements",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3795,530,3483,1419,0x40004440,0,0,0,0,0,61,,,"Le désert Sha'naari",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3796,530,3483,1420,0x40004440,0,0,0,0,0,60,,,"Les champs de distorsion",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3797,530,3483,1421,0x40004440,0,0,0,0,491,62,,,"Crête Tombeciel",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3798,530,3483,1422,0x40004440,0,0,0,0,480,62,,,"Gorge Haal'eshi",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3799,530,3483,1423,0x40004440,0,0,0,0,0,60,,,"Canyon de la Muraille",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3800,530,3483,1424,0x40004440,0,0,0,0,0,62,,,"Colline de Roncecroc",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3801,530,3483,1425,0x40004440,0,0,0,0,504,62,,,"Terres Mag'har",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3802,530,3483,1426,0x40004440,0,0,0,0,0,61,,,"Crête du Vide",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3803,530,3483,1427,0x40004440,0,0,0,0,488,70,,,"La Saillie abyssale",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3804,530,3483,1428,0x40004440,0,0,0,0,0,59,,,"Le front de la Légion",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3805,568,0,1429,0x0,0,0,394,371,0,0,,,"Zul'Aman",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3806,530,3483,1430,0x40004440,0,0,0,278,0,0,,,"Caravane de ravitaillement",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3807,530,3483,1431,0x40204440,0,0,0,278,0,0,,,"Le Trépas du saccageur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3808,530,3483,1432,0x40004440,0,0,0,0,493,0,,,"Poste cénarien",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3809,530,3483,1433,0x40004440,0,0,0,0,502,61,,,"Rempart du sud",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3810,530,3483,1434,0x40004440,0,0,0,0,501,61,,,"Rempart du nord",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3811,530,3483,1435,0x40004440,0,0,0,0,501,58,,,"Avant-poste de Gor'gaz",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
